input_id,item,provider,was,now,amount
COMPRAS|761349414|77987526|16,AZUCAR 1KG,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,EXP-10.3,EXP-1.1,1218.0
COMPRAS|761349414|78063716|8,COCA COLA 2L,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,EXP-13.1,EXP-1.1,1460.0
COMPRAS|761349414|78063716|9,GALLETAS DON,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,1933.0
COMPRAS|761349414|78063716|12,GALLETA MANT,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,1395.0
COMPRAS|761349414|78063716|16,GALLETA TRIT,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,1328.0
COMPRAS|761349414|78063716|17,COCACOLA 591,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,EXP-13.1,EXP-1.1,869.0
COMPRAS|761349414|78069757|3,GALLETAS DON,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,966.0
COMPRAS|761349414|78069757|5,GALLETA CHOC,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,697.0
COMPRAS|761349414|78069757|8,AZUCAR 1KG,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,EXP-10.3,EXP-1.1,1218.0
COMPRAS|815376005|41987759|2,NESCAFE INSTANTANEO TRADICION DJ 170 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,6513.0
COMPRAS|815376005|41987759|3,QUEQUE MARMOL PREMIUN NUTRABIEN 250 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2563.0
COMPRAS|815376005|41987759|5,AZUCAR GRANULADA IANSA 900 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1681.0
COMPRAS|815376005|41987759|6,COCA COLA DESECHABLE 1 LT,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1671.0
COMPRAS|815376005|41987759|7,COCA COLA DESECHABLE 591 CC,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,730.0
COMPRAS|815376005|41987759|10,"GALLETA TUAREG COSTA 120 GR, ORIGINAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,874.0
COMPRAS|815376005|41987759|11,"GALLETA TRITON MCKAY 126 GR, VAINILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1008.0
COMPRAS|815376005|41987759|12,"GALLETA TRITON MCKAY 126 GR, CHOCOLATE",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1008.0
COMPRAS|815376005|41987759|13,QUEQUE FAM ZANAHORIA NUTRABIEN 250GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2563.0
COMPRAS|815376005|41987759|14,"GALLETA COSTA 140 GR, MANTEQUILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1479.0
COMPRAS|815376005|41988296|1,"GALLETA TRITON MCKAY 126 GR, NARANJA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1008.0
COMPRAS|815376005|41988296|2,"GALLETA DONUTS COSTA 100 GR, BITTER",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,3362.0
COMPRAS|815376005|41988296|4,"GALLETA COSTA 140 GR, LIMON",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1479.0
COMPRAS|815376005|41988296|5,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1916.0
COMPRAS|815376005|41988296|6,"GALLETA DONUTS COSTA 100 GR, CHOC LECHE",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,840.0
COMPRAS|815376005|41988296|7,"GALLETA GRETEL COSTA 85 GR, CHOCOLATE",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1933.0
COMPRAS|815376005|42252530|6,AZUCAR GRANULADA IANSA 1 KG,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2504.0
COMPRAS|815376005|42252530|7,GALLETA MANTEQUILLA MCKAY 140 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1681.0
COMPRAS|815376005|42252530|8,"GALLETA KUKY MCKAY 190 GR, 2.0",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,3462.0
COMPRAS|815376005|42252530|9,"GALLETA DONUTS COSTA 100 GR, BITTER",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2101.0
COMPRAS|815376005|42252530|10,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2050.0
COMPRAS|815376005|42252530|11,"GALLETA OBSESION COSTA 85 GR, MANI",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2101.0
COMPRAS|815376005|42252530|12,"GALLETA KUKY MCKAY 120 GR, CLASICA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2118.0
COMPRAS|815376005|42252530|13,"GALLETA DONUTS COSTA 100 GR, BLANCO",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2101.0
COMPRAS|815376005|42252530|14,"GALLETA OREO 108 GR, CLASICA VAINILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1613.0
COMPRAS|815376005|42252531|1,"GALLETA TUAREG COSTA 120 GR, ORIGINAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1042.0
COMPRAS|815376005|42252531|2,"GALLETA CRACKER SELZ 90GR, TRADICIONAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1109.0
COMPRAS|815376005|42252531|3,"GALLETA GRETEL COSTA 85 GR, CHOCOLATE",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2051.0
COMPRAS|761349414|78161464|5,AZUCAR 1KG,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,EXP-10.3,EXP-1.1,1218.0
COMPRAS|761349414|78161464|8,GALLETAS DON,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,966.0
COMPRAS|761349414|78161464|9,GALLETA CHOC,ADMIN. DE SUPERMERCADOS HIPER LIMITADA,ADM-1.6,EXP-1.1,1395.0
COMPRAS|773493200|641663|2,GALLETA COSTA LIMON 140 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1427.0
COMPRAS|773493200|641663|3,GALLETA COSTA MANTEQUILLA 140 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1427.0
COMPRAS|773493200|641663|4,GALLETA COSTA TUAREG COCO 120 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1007.0
COMPRAS|773493200|641663|5,GALLETA GRETEL FRUTILLA 85 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1511.0
COMPRAS|773493200|641705|4,AZUCAR IANSA 1 KG,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-7.0,EXP-1.1,3252.0
COMPRAS|773493200|641705|6,GALLETA TRITON VAINILLA 3 X 116 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,2345.0
COMPRAS|773493200|641705|7,GALLETA COSTA LIMON 140 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1427.0
COMPRAS|773493200|641705|8,GALLETA COSTA TUAREG COCO 120 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1007.0
COMPRAS|773493200|641705|9,GALLETA COSTA MANTEQUILLA 140 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1427.0
COMPRAS|815376005|42568598|1,AZUCAR GRANULADA IANSA 900 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2521.0
COMPRAS|815376005|42568598|2,NESCAFE INSTANTANEO TRADICION 170 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,13841.0
COMPRAS|815376005|42568598|4,"TRIPACK GALLETA TRITON 3X116 G, VAINILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2092.0
COMPRAS|815376005|42568598|5,"GALLETA DONUTS COSTA 100 GR, BITTER",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2101.0
COMPRAS|815376005|42568598|6,"GALLETA TUAREG COSTA 120 GR, ORIGINAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1143.0
COMPRAS|773493200|644687|2,JAMON SANDWICH SAN JORGE KL,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-9.2,EXP-1.1,5408.0
COMPRAS|773493200|644687|4,NESCAFE TRADICION 2 X 170 GRS.,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-10.1,EXP-1.1,8395.0
COMPRAS|773493200|644687|5,QUEQUE NUTRA BIEN MARMOL PREM 250 GR,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-8.4,EXP-1.1,12555.0
COMPRAS|773493200|644687|6,GALLETA TRITON VAINILLA 3 X 116 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,4689.0
COMPRAS|773493200|644687|7,GALLETA DONUTS ORANGE BITTER 100GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,3022.0
COMPRAS|773493200|644687|8,GALLETA GRETEL FRUTILLA 85 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,2266.0
COMPRAS|773493200|644687|9,GALLETA COSTA TUAREG COCO 120 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1762.0
COMPRAS|773493200|644687|10,GALLETA TRITON NARANJA 116GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1595.0
COMPRAS|773493200|644687|11,GALLETA COSTA LIMON 140 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,2140.0
COMPRAS|773493200|644687|12,AZUCAR IANSA 1 KG,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-7.0,EXP-1.1,2000.0
COMPRAS|773493200|644687|19,MANZANA ROJA FRUTALAN MALLA KG,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-7.0,EXP-1.1,6017.0
COMPRAS|815376005|42715690|1,GALLETA BARQUILLO VAINILLA GULLON 180 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,3068.0
COMPRAS|815376005|42715690|5,"YOGHURT SIN AZUCAR SOPROLE 120G, NATURAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1008.0
COMPRAS|815376005|42715690|6,"GALLETAS SALM SANISSIMO 108G, CLASICA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1924.0
COMPRAS|780852186|21|1,Empanadas,DULAC FUTRONO SPA,EXP-10.1,EXP-1.1,96840.0
COMPRAS|773493200|667286|5,GALLETA SCONER 250 GRS.,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,4185.0
COMPRAS|773493200|667286|9,GALLETA DONUTS ORANGE BITTER 100GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,2266.0
COMPRAS|773493200|667286|10,GALLETA COSTA TUAREG COCO 120 GRS,COMERCIAL AMAR HNOS. Y CIA. LTDA,ADM-1.6,EXP-1.1,1175.0
COMPRAS|773493200|667286|16,NARANJA JUGO KL,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-9.2,EXP-1.1,2292.0
COMPRAS|773493200|667286|17,MANZANA ROJA FRUTALAN MALLA KG,COMERCIAL AMAR HNOS. Y CIA. LTDA,EXP-7.0,EXP-1.1,1504.0
COMPRAS|81201000K|25216391|3,GALLETA COSTA DONUTS LECHE 100 GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1350.0
COMPRAS|81201000K|25216391|4,GALLETA BIPACK TRITON VAINILLA 2X95G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1000.0
COMPRAS|81201000K|25216391|5,GALLETA COSTA DONUTS CHOC BLANCO 100G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1350.0
COMPRAS|81201000K|25216391|14,AZUCAR IANSA 1KG,CENCOSUD RETAIL S.A.,EXP-10.3,EXP-1.1,1470.0
COMPRAS|81201000K|25239040|2,GALLETA COSTA FIESTA CHOCOCHIPS 125 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1840.0
COMPRAS|81201000K|25239040|3,GALLETA TRITON VAINILLA 116GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1760.0
COMPRAS|81201000K|25239040|4,GALLETA COSTA DONUTS CHOC BLANCO 100G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1350.0
COMPRAS|81201000K|25239040|5,GALLETA COSTA DONUTS LECHE 100 GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1350.0
COMPRAS|81201000K|25293334|5,GALLETA COSTA DONUTS LECHE 100 GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1350.0
COMPRAS|81201000K|25293334|7,GALLETA COSTA DONUTS CHOC BLANCO 100G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1350.0
COMPRAS|81201000K|25293334|9,GALLETA COSTA FIESTA CHOCOCHIPS 125 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,920.0
COMPRAS|81201000K|25293334|12,AZUCAR IANSA 1KG,CENCOSUD RETAIL S.A.,EXP-10.3,EXP-1.1,1470.0
COMPRAS|815376005|43024983|1,"GALLETA TUAREG COSTA 120 GR, ORIGINAL",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,924.0
COMPRAS|815376005|43024983|3,"GALLETA DONUTS COSTA 100 GR, BITTER",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2521.0
COMPRAS|815376005|43024983|4,GALLETA BUTTER COOKIES DANOR 340 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,3184.0
COMPRAS|815376005|43024983|5,QUEQUE NARANJA CH PR NUTRABIEN 250 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2563.0
COMPRAS|815376005|43024983|7,"GALLETA TRITON MCKAY 116GR, NARANJA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1445.0
COMPRAS|815376005|43024983|8,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2235.0
COMPRAS|815376005|43024983|10,COCA COLA DESECHABLE 3 LT,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,3781.0
COMPRAS|773493200|672620|2,AZUCAR IANSA 900GRS BOLSA 900 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,3000.0
COMPRAS|773493200|672620|10,MANZANA ROJA FRUTALAN MALLA 1 KG,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,EXP-13.1,EXP-1.1,3580.0
COMPRAS|773493200|672620|16,GALLETA MANTEQUILLA COSTA PAQUETE 140 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,1698.0
COMPRAS|773493200|672620|17,GALLETA LIMÓN COSTA PAQUETE 140 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,1698.0
COMPRAS|773493200|672620|19,GALLETA TAUREG COCO COSTA PAQUETE 120 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,2097.0
COMPRAS|773493200|672620|20,GALLETA TRITON NARANJA BOLSA 116 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,1998.0
COMPRAS|773493200|672620|21,GALLETA TRITON VAINILLA BOLSA 116 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,1998.0
COMPRAS|773493200|672620|23,GALLETA DELICIAS DURAZNO MANJAR BOLSA 220 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,2290.0
COMPRAS|773493200|672620|24,BOCADITOS GALLETAS CON DULCE DE MEMBRILLO DOS EN UNO BOLSA 300 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,EXP-16.2,EXP-1.1,2490.0
COMPRAS|773493200|672620|25,GALLETAS SCONES BIZCOCHO ARCOR BOLSA 900 GR,COMERCIAL AMAR HERMANOS Y COMPANIA LIMITADA,ADM-1.6,EXP-1.1,4980.0
COMPRAS|815376005|43287292|2,"AGUA MAS S GAS 1.6LT, MANZANA",RENDIC HERMANOS S.A.,EXP-11.5,EXP-1.1,2047.0
COMPRAS|815376005|43287292|12,"GALLETA COSTA 140 GR, MANTEQUILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1546.0
COMPRAS|815376005|43287292|13,"GALLETA GRETEL COSTA 85 GR, YOG FRUTILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2303.0
COMPRAS|815376005|43287292|15,"GALLETA COSTA 140 GR, LIMON",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1546.0
COMPRAS|815376005|43287292|16,GALLETA REC ABUELA BOCADO MEMB DEU 300GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,4454.0
COMPRAS|815376005|43287292|17,GALLETA GRETEL PIE DE LIMON COSTA 85 GR,RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,2303.0
COMPRAS|815376005|43287293|1,"TRIPACK GALLETA TRITON 3X116 G, VAINILLA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,4185.0
COMPRAS|815376005|43287293|2,"GALLETA TRITON MCKAY 116GR, NARANJA",RENDIC HERMANOS S.A.,ADM-1.6,EXP-1.1,1445.0
COMPRAS|81201000K|25771159|1,TORTA PANQUEQUE NARANJA JUMBO 15P V3,CENCOSUD RETAIL S.A.,EXP-16.2,EXP-1.1,19990.0
COMPRAS|81201000K|25771159|5,JAMON SANDWICH PF GRANEL,CENCOSUD RETAIL S.A.,EXP-5.3,EXP-1.1,7489.0
COMPRAS|81201000K|25771159|7,AZUCAR IANSA 1KG,CENCOSUD RETAIL S.A.,EXP-10.3,EXP-1.1,4470.0
COMPRAS|81201000K|25771159|10,BEBIDA CON TE FLOR DE CEREZO LILA,CENCOSUD RETAIL S.A.,EXP-7.0,EXP-1.1,2590.0
COMPRAS|81201000K|25771159|19,GALLETA DONUTS COSTA NARANJA BITER 100 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,3570.0
COMPRAS|81201000K|25771159|20,GALLETA DEU SCONES 250GRS.,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1990.0
COMPRAS|81201000K|25771159|21,GALLETA COSTA FIESTA CHOCOCHIPS 125 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1920.0
COMPRAS|81201000K|25771159|23,GALLETA FIESTA COSTA MANTEQUILLA 140 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1920.0
COMPRAS|81201000K|25771159|24,GALLETAS DELICIAS PAN DE PASCUA,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2490.0
COMPRAS|81201000K|25771159|26,GALLETA OREO ROLLO SELENA GOMEZ 30X108G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,900.0
COMPRAS|81201000K|25771159|27,GALLETA GRETEL COSTA CHOCOLATE 85 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2780.0
COMPRAS|81201000K|25771159|28,GALLETA TUAREG COSTA 120 G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1300.0
COMPRAS|81201000K|25771159|29,GALLETA TRITON NARANJA 116GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1800.0
COMPRAS|81201000K|25771159|30,GALLETA TRITON VAINILLA PACK 3X116GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,2500.0
COMPRAS|81201000K|25771159|32,GALLETA FIESTA COSTA LIMON 140GR,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1920.0
COMPRAS|81201000K|25771159|33,GALLETA WAFERS CHOCOLATE CUISINE CO 150G,CENCOSUD RETAIL S.A.,ADM-1.6,EXP-1.1,1000.0
